Gene Symbol,gene description from mart,GO from mart,GO from mart,ENTREZ GENE ID,biological process,Fold change
Os01g0227500,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",4336050,single organism cellular process,4.093947335
Os01g0227700,Cytochrome P450 family protein,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",,single organism cellular process,-1.358058494
Os01g0227800,"Similar to cDNA, clone: J075083L18, full insert sequence",GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",9271072,single organism cellular process,2.287469323
Os01g0228300,Mpv17/PMP22 family protein,GO:0016021,integral component of membrane,4334502,single organism cellular process,2.612985919
Os01g0228400,Pentatricopeptide repeat domain containing protein,GO:0005739,mitochondrion,4325101,single organism cellular process,4.102804922
Os01g0228500,Harpin-induced 1 domain containing protein,GO:0016021,integral component of membrane,4348674,single organism cellular process,4.354625465
Os01g0228600,"Cytosolic hydroxypyruvate reductase, NADPH-dependent HPR, Photorespiratory metabolis",GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",4338288,single organism cellular process,-1.0899305
Os01g0228600,"Cytosolic hydroxypyruvate reductase, NADPH-dependent HPR, Photorespiratory metabolis",GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,single organism cellular process,1.317026237
Os01g0228800,Conserved hypothetical protein,,,4330028,single organism cellular process,1.3538488
Os01g0228800,,,,9270575,single organism cellular process,-3.101493255
Os01g0228901,,,,,single organism cellular process,3.294277245
Os01g0229000,,,,4329391,single organism cellular process,1.026767738
Os01g0229000,Similar to Transcription factor myb,GO:0005634,nucleus,,single organism cellular process,1.803972808
Os01g0229100,Similar to Eukaryotic translation initiation factor 3 subunit 6-interacting protein,GO:0006413,translational initiation,9271391,single organism cellular process,2.319775118
Os01g0229100,Similar to Eukaryotic translation initiation factor 3 subunit 6-interacting protein,GO:0003743,translation initiation factor activity,9271391,single organism cellular process,-1.983741736
Os01g0229200,VHS domain containing protein,GO:0006886,intracellular protein transport,4334206,single organism cellular process,-0.133637587
Os01g0229200,VHS domain containing protein,GO:0006886,intracellular protein transport,4334212,single organism cellular process,-2.229469937
Os01g0229300,"EMBRYONIC FLOWER1 (EMF1)-like protein, Transcriptional regulator, Palea development, Regulation of floral organ identit",GO:0009910,negative regulation of flower development,,single organism cellular process,5.215793149
Os01g0229300,"EMBRYONIC FLOWER1 (EMF1)-like protein, Transcriptional regulator, Palea development, Regulation of floral organ identit",GO:0009910,negative regulation of flower development,4334216,single organism cellular process,1.685158482
Os01g0229300,"EMBRYONIC FLOWER1 (EMF1)-like protein, Transcriptional regulator, Palea development, Regulation of floral organ identit",GO:0009910,negative regulation of flower development,4334218,single organism cellular process,-1.377350011
Os01g0229400,Similar to Rac-like GTP-binding protein 1,GO:0005525,GTP binding,4324544,single organism cellular process,1.900236823
Os01g0229500,Thioesterase superfamily domain containing protein,GO:0047617,acyl-CoA hydrolase activity,4334222,single organism cellular process,2.748355001
Os01g0229600,Conserved hypothetical protein,GO:0047617,acyl-CoA hydrolase activity,4338201,single organism cellular process,-2.218555401
Os01g0229700,,,,,single organism cellular process,-2.498483501
Os01g0229900,"Similar to Ubiquitin-conjugating enzyme family protein, expressed",GO:0061631,ubiquitin conjugating enzyme activity,4330460,single organism cellular process,-2.186996759
Os01g0229900,"Similar to Ubiquitin-conjugating enzyme family protein, expressed",,,4340852,single organism cellular process,2.028526811
Os01g0229900,"Similar to Ubiquitin-conjugating enzyme family protein, expressed",,,4343672,single organism cellular process,-2.758575643
Os01g0230200,Basic helix-loop-helix dimerisation region bHLH domain containing protein,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",4334824,single organism cellular process,3.057636801
Os01g0230200,,,,4334825,single organism cellular process,-2.162022824
Os01g0230200,,,,9268233,single organism cellular process,-2.429402546
Os01g0230200,,,,,single organism cellular process,-1.202923001
Os01g0230700,Hypothetical conserved gene,,,,single organism cellular process,-1.824790499
Os01g0230700,Hypothetical conserved gene,,,,single organism cellular process,-3.138288319
Os01g0231000,Similar to Auxin-responsive protein (Aux/IAA) (Fragment),GO:0006355,"regulation of transcription, DNA-templated",4324205,single organism cellular process,1.380662037
Os01g0231000,Similar to Auxin-responsive protein (Aux/IAA) (Fragment),GO:0006355,"regulation of transcription, DNA-templated",4324206,single organism cellular process,2.331627765
Os01g0231000,Similar to Auxin-responsive protein (Aux/IAA) (Fragment),GO:0006355,"regulation of transcription, DNA-templated",4324206,single organism cellular process,-2.197837125
Os01g0231500,Similar to Casein kinase I (Fragment),GO:0004672,protein kinase activity,4326297,single organism cellular process,1.296568953
Os01g0231500,,,,4326297,single organism cellular process,1.717286121
Os01g0231600,Pleckstrin homology-type domain containing protein,,,,single organism cellular process,2.908054977
Os01g0231700,Similar to 60S acidic ribosomal protein P2-B (CaRP2B),GO:0006414,translational elongation,4336990,single organism cellular process,3.100435228
Os01g0231700,Similar to 60S acidic ribosomal protein P2-B (CaRP2B),GO:0006414,translational elongation,4336991,single organism cellular process,-1.992253114
Os01g0231800,"Similar to cDNA clone:J033025F17, full insert sequence",,,4335956,single organism cellular process,-2.342870375
Os01g0231800,,,,,single organism cellular process,-3.0201914
Os01g0231800,"Similar to cDNA clone:J033025F17, full insert sequence",,,,single organism cellular process,-1.234098907
Os01g0231900,"K Homology, type 1, subgroup domain containing protein",GO:0003723,RNA binding,4325069,single organism cellular process,1.881810624
Os01g0232000,Major intrinsic protein family protein,GO:0055085,transmembrane transport,4328856,single organism cellular process,1.713020145
Os01g0232000,Major intrinsic protein family protein,GO:0055085,transmembrane transport,,single organism cellular process,-2.634938545
Os01g0232100,Similar to Tonoplast membrane integral protein ZmTIP4-3,GO:0055085,transmembrane transport,9266522,single organism cellular process,1.310887019
Os01g0232300,Similar to TRZ3 (TRNASE Z 3); 3'-tRNA processing endoribonuclease/ catalytic,GO:0008033,tRNA processing,4331796,single organism cellular process,2.018598798
Os01g0232300,Similar to TRZ3 (TRNASE Z 3); 3'-tRNA processing endoribonuclease/ catalytic,GO:0008033,tRNA processing,4339072,single organism cellular process,1.650489722
Os01g0232400,Similar to VHS1 protein (Fragment),GO:0006886,intracellular protein transport,9270401,single organism cellular process,3.392541946
Os01g0232400,,,,4326136,single organism cellular process,-2.7446855
Os01g0232400,Similar to VHS1 protein (Fragment),GO:0006886,intracellular protein transport,4326137,single organism cellular process,1.784228643
Os01g0232500,,,,4331775,single organism cellular process,3.136989617
Os01g0232500,Ubiquitin-conjugating enzyme/RWD-like domain containing protein,GO:0061631,ubiquitin conjugating enzyme activity,4334356,single organism cellular process,1.893503948
Os01g0232700,"Similar to Histidinol dehydrogenase, chloroplast precursor (EC 1.1.1.23) (HDH). Splice isoform 2",GO:0000105,histidine biosynthetic process,4332021,single organism cellular process,-3.849637946
Os01g0232700,"Similar to Histidinol dehydrogenase, chloroplast precursor (EC 1.1.1.23) (HDH). Splice isoform 2",GO:0000105,histidine biosynthetic process,4332022,single organism cellular process,-2.459823985
Os01g0232800,Similar to KOB1,GO:0016740,transferase activity,4324193,single organism cellular process,2.114920058
Os01g0233000,DREPP plasma membrane polypeptide family protein,GO:0046658,anchored component of plasma membrane,4327861,single organism cellular process,-1.553097798
Os01g0233100,,,,,single organism cellular process,1.721037234
Os01g0233400,"Histone H4 acetyltransferase, NuA4 complex, Eaf6 domain containing protein",GO:0043968,histone H2A acetylation,4325568,single organism cellular process,1.975030726
Os01g0233400,"Histone H4 acetyltransferase, NuA4 complex, Eaf6 domain containing protein",GO:0043968,histone H2A acetylation,9271635,single organism cellular process,6.734147235
Os01g0233800,Similar to Viroid symptom modulation protein,GO:0006468,protein phosphorylation,4334016,single organism cellular process,-2.142000153
Os01g0233900,"Similar to cDNA clone:J013003E06, full insert sequence",GO:0061631,ubiquitin conjugating enzyme activity,4334369,single organism cellular process,-1.566133395
Os01g0234100,Transcriptional factor B3 family protein,GO:0003677,DNA binding,4343172,single organism cellular process,4.355040974
Os01g0234200,Similar to DNA topoisomerase 2,GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",,single organism cellular process,-2.187968652
Os01g0234300,Similar to Pectinesterase,GO:0042545,cell wall modification,9269895,single organism cellular process,-1.848330043
Os01g0234700,Harpin-induced 1 domain containing protein,GO:0005886,plasma membrane,4344266,single organism cellular process,-3.271937668
Os01g0234800,Similar to 25.3 kDa vesicle transport protein,GO:0048280,vesicle fusion with Golgi apparatus,,single organism cellular process,-3.322822817
Os01g0234800,,,,,single organism cellular process,1.553483381
Os01g0234850,Hypothetical conserved gene,GO:0005515,protein binding,9266247,single organism cellular process,1.755950842
Os01g0234900,,,,4346531,single organism cellular process,-0.812154396
Os01g0234900,Similar to Ubiquitin ligase SINAT5 (EC 6.3.2.-) (Seven in absentia homolog 5). Splice isoform 2,GO:0016874,ligase activity,4346532,single organism cellular process,1.290207388
Os01g0235100,Similar to predicted protein,GO:0009535,chloroplast thylakoid membrane,4326457,single organism cellular process,-1.090797329
Os01g0235200,Conserved hypothetical protein,,,4328278,single organism cellular process,-2.233663534
Os01g0235200,Conserved hypothetical protein,GO:0070921,regulation of production of siRNA involved in chromatin silencing by small RNA,,single organism cellular process,-1.098568435
Os01g0235200,Conserved hypothetical protein,GO:0070921,regulation of production of siRNA involved in chromatin silencing by small RNA,,single organism cellular process,3.126758986
Os01g0235200,,,,4349377,carbohydrate metabolic process,3.064836956
Os01g0235200,Conserved hypothetical protein,GO:0070921,regulation of production of siRNA involved in chromatin silencing by small RNA,,carbohydrate metabolic process,-2.909134325
Os01g0235300,SOUL haem-binding protein domain containing protein,GO:0020037,heme binding,,carbohydrate metabolic process,-2.09527536
Os01g0235350,Conserved hypothetical protein,GO:0016021,integral component of membrane,4335817,carbohydrate metabolic process,-3.161353679
Os01g0235350,Conserved hypothetical protein,GO:0016021,integral component of membrane,,carbohydrate metabolic process,1.521832431
Os01g0235400,Similar to predicted protein,GO:0006886,intracellular protein transport,,carbohydrate metabolic process,-2.481999605
Os01g0235400,Similar to predicted protein,GO:0006886,intracellular protein transport,,carbohydrate metabolic process,3.250842529
Os01g0235400,Similar to predicted protein,GO:0006886,intracellular protein transport,4334932,carbohydrate metabolic process,3.074416702
Os01g0235500,Conserved hypothetical protein,,,,carbohydrate metabolic process,3.198449775
Os01g0235700,Similar to BHLH transcription factor (Fragment),GO:0046983,protein dimerization activity,4334954,carbohydrate metabolic process,2.864643657
Os01g0235700,Similar to BHLH transcription factor (Fragment),GO:0046983,protein dimerization activity,4336140,carbohydrate metabolic process,1.142249779
Os01g0235800,K Homology domain containing protein,GO:0003723,RNA binding,4334972,carbohydrate metabolic process,0.902003915
